,Screen Name,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
274,CNN,Mon Apr 09 11:44:06 +0000 2018,Here's everything you need to know about the US-China trade battle https://t.co/qfAXCtoeph https://t.co/qc6MwmahAG,-0.382,0.0,0.178,0.822,76
275,CNN,Mon Apr 09 11:39:27 +0000 2018,"Oklahoma teachers will continue their walkout for a sixth day today, maintaining their pressure on state legislator… https://t.co/FdYFsxlo0U",-0.542,0.0,0.231,0.769,77
276,CNN,Mon Apr 09 11:38:04 +0000 2018,"Lightning strike kills 1, injures 4 in Florida https://t.co/iDZeD9keEh https://t.co/MnHKWwyfzB",-0.612,0.0,0.417,0.583,78
277,CNN,Mon Apr 09 11:31:05 +0000 2018,Atlanta is the world's busiest airport for another year. Here's the rest of the list: https://t.co/qy5qAnTwjG,0.0,0.0,0.0,1.0,79
278,CNN,Mon Apr 09 11:30:06 +0000 2018,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/4UF8wtRLft",0.0,0.0,0.0,1.0,80
279,CNN,Mon Apr 09 11:26:30 +0000 2018,"RT @NewDay: ""They're really very ordinary,"" says @npwcnn of British ISIS terrorists called ""the Beatles.""

""Unextraordinary people to some…",-0.625,0.0,0.186,0.814,81
280,CNN,Mon Apr 09 11:26:19 +0000 2018,"Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" have called some of the group's act… https://t.co/TJ5ez1pFVh",-0.123,0.0,0.066,0.934,82
281,CNN,Mon Apr 09 11:26:05 +0000 2018,US military resumes air operations in Djibouti https://t.co/tb7GCGzpIl https://t.co/dMKZRtdHaw,0.0,0.0,0.0,1.0,83
282,CNN,Mon Apr 09 11:20:03 +0000 2018,Ferrari mechanic suffers a broken leg after being hit by a car during a pit stop at the Bahrain Grand Prix https://t.co/Hz9pxAiJFO,-0.66,0.114,0.318,0.568,84
283,CNN,Mon Apr 09 11:16:03 +0000 2018,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/iWTVDtKsqB,0.318,0.119,0.0,0.881,85
284,CNN,Mon Apr 09 11:12:06 +0000 2018,Advocacy groups claim YouTube illegally collects data from kids https://t.co/cekqlCi0z1 https://t.co/zjlS4plfp6,0.0,0.0,0.0,1.0,86
285,CNN,Mon Apr 09 11:10:34 +0000 2018,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/7v8OKBAdFh,-0.459,0.0,0.16,0.84,87
286,CNN,Mon Apr 09 11:06:04 +0000 2018,Cambridge Analytica whistleblower says data could've come from more than 87 million users and be stored in Russia… https://t.co/Ul43cBSA1l,0.0,0.0,0.0,1.0,88
287,CNN,Mon Apr 09 11:00:09 +0000 2018,"5 things for Monday:

- Syria
- Alaska 'bathroom bill'
- Hungary election
- Canada bus crash
- Tony Robbins and… https://t.co/4MGWimP6ee",-0.402,0.0,0.153,0.847,89
288,CNN,Mon Apr 09 10:58:02 +0000 2018,Army identifies two soldiers killed in Kentucky helicopter crash https://t.co/Dqje3GDcLG https://t.co/rXwFCMGiXH,-0.802,0.0,0.444,0.556,90
289,CNN,Mon Apr 09 10:52:06 +0000 2018,Syria attack response looms over John Bolton's first week as national security adviser https://t.co/iqhidMOnZO https://t.co/YKp7r5Vlt0,-0.318,0.126,0.246,0.628,91
290,CNN,Mon Apr 09 10:50:07 +0000 2018,"When Congress returns Monday from a two-week recess, all eyes will be on Facebook CEO Mark Zuckerberg as he takes t… https://t.co/rvKkEqwlqD",0.0,0.0,0.0,1.0,92
291,CNN,Mon Apr 09 10:46:04 +0000 2018,"A year after the US attacked Syria, what's changed? https://t.co/fD4i63D5cc https://t.co/T2skoyLYDv",-0.459,0.0,0.25,0.75,93
292,CNN,Mon Apr 09 10:45:04 +0000 2018,Should Democrats worry that a blue wave is being treated like a sure thing? | Analysis by @zbyronwolf … https://t.co/ic7X2vHlwu,0.226,0.232,0.14,0.628,94
293,CNN,Mon Apr 09 10:41:02 +0000 2018,"Muenster van attack driver acted alone, police say https://t.co/0ImvR5IoMW https://t.co/BweBbbfH2O",-0.625,0.0,0.389,0.611,95
294,CNN,Mon Apr 09 10:35:35 +0000 2018,Bill Cosby's retrial begins in Pennsylvania today -- the first time the comedian's case returns to court since the… https://t.co/mKOcWGBE5R,0.0,0.0,0.0,1.0,96
295,CNN,Mon Apr 09 10:35:05 +0000 2018,"Republican Sen. John McCain says President Trump ""emboldened"" Syrian leader Bashar al-Assad with comments on US wit… https://t.co/2Dm4Cpqyla",0.0,0.0,0.0,1.0,97
296,CNN,Mon Apr 09 10:31:07 +0000 2018,"New Trump adviser is ""not much of a carrot man"" https://t.co/5yAePVYewm | via @CNNopinion https://t.co/Cib9B7ZUTl",0.0,0.0,0.0,1.0,98
297,CNN,Mon Apr 09 10:26:01 +0000 2018,Several cities and states have taken matters into their own hands on gun regulation since the February 14 Parkland… https://t.co/f9mmASATVg,-0.318,0.051,0.112,0.837,99
298,CNN,Mon Apr 09 10:21:02 +0000 2018,New details about the birth of the third child of the Duke and Duchess of Cambridge have been revealed by Kensingto… https://t.co/A6r1pHeuqm,0.0,0.0,0.0,1.0,100
299,CNN,Mon Apr 09 10:15:07 +0000 2018,"Ad boycott continues, but Laura Ingraham is coming back https://t.co/A9aXH4c6Tb https://t.co/KBp3OW1IMd",-0.166,0.0,0.142,0.858,101
300,FoxNews,Mon Apr 09 18:31:57 +0000 2018,Georgia reignites longstanding feud over border with northern neighbors https://t.co/HNQBOEfStS,-0.34,0.0,0.211,0.789,2
301,FoxNews,Mon Apr 09 18:30:55 +0000 2018,.@FLGovScott on @dailybriefing: “We have to make sure we defend our own borders and defend the freedom of this coun… https://t.co/jB9CN4Uoqs,0.758,0.255,0.0,0.745,3
302,FoxNews,Mon Apr 09 18:25:11 +0000 2018,.@FLGovScott on @dailybriefing: “I believe that we can change Washington.” https://t.co/etdgQ3PUtP https://t.co/M5vF2Fem6G,0.0,0.0,0.0,1.0,4
303,FoxNews,Mon Apr 09 18:22:31 +0000 2018,"Ex-AG Lynch: Clinton tarmac talk was about 'innocuous things' - via @brookefoxnews 
https://t.co/Dv1DOgEbXi",0.0,0.0,0.0,1.0,5
304,FoxNews,Mon Apr 09 18:13:10 +0000 2018,".@POTUS calls Syria chemical attack 'atrocious,' says U.S. to make 'major decisions' in coming hours https://t.co/TihuiGkTVR",-0.477,0.0,0.171,0.829,6
305,FoxNews,Mon Apr 09 17:33:59 +0000 2018,Hiker Meets Reindeer Herd in Cairngorms National Park in Scotland https://t.co/hOowjIx64X,0.0,0.0,0.0,1.0,7
306,FoxNews,Mon Apr 09 17:29:29 +0000 2018,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/ekjweddTYh",0.0,0.0,0.0,1.0,8
307,FoxNews,Mon Apr 09 17:15:47 +0000 2018,Gov. @ScottWalker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/wf9kbtInq6,-0.836,0.0,0.418,0.582,9
308,FoxNews,Mon Apr 09 16:47:47 +0000 2018,Puppy in Texas Rescued After Getting Head Stuck in Car Wheel https://t.co/rJwe7uUEpy,0.202,0.189,0.135,0.676,10
309,FoxNews,Mon Apr 09 16:36:06 +0000 2018,.@POTUS orders National Guard to the southern border https://t.co/0RXkQA4C3x,0.0,0.0,0.0,1.0,11
310,FoxNews,Mon Apr 09 16:25:49 +0000 2018,"US Attorney John Lausch to oversee FISA warrant document release - via @brookefoxnews @JakeBGibson 
https://t.co/U6X5kS5ZCD",0.0,0.0,0.0,1.0,12
311,FoxNews,Mon Apr 09 16:25:41 +0000 2018,Solar storm could strike Earth this week: What you need to know https://t.co/ji311frJMA,-0.128,0.0,0.111,0.889,13
312,FoxNews,Mon Apr 09 16:22:56 +0000 2018,US Attorney John Lausch to oversee FISA warrant document release https://t.co/9WPO96H5iu,0.0,0.0,0.0,1.0,14
313,FoxNews,Mon Apr 09 16:21:48 +0000 2018,Secretary Mattis on Possible US Military Action Against Assad: 'I Don't Rule Out Anything' https://t.co/RiGBLS5PQn,0.0,0.0,0.0,1.0,15
314,FoxNews,Mon Apr 09 16:15:47 +0000 2018,"Mattis faults Russia on Syria, won't rule out US strike https://t.co/wOB9EKByH9",-0.557,0.0,0.338,0.662,16
315,FoxNews,Mon Apr 09 16:12:51 +0000 2018,.@POTUS: “We need a wall… It’ll stop a lot of people that we don’t want in this country from coming into our countr… https://t.co/55wEoECcWe,-0.226,0.055,0.094,0.851,17
316,FoxNews,Mon Apr 09 16:10:12 +0000 2018,.@POTUS: “We’re putting the National Guard and military at the border. We’re beefing up the border patrol.” https://t.co/JGa4JiYLZE,0.0,0.0,0.0,1.0,18
317,FoxNews,Mon Apr 09 16:06:20 +0000 2018,.@POTUS on trade: “China has been taking advantage of the United States for many years… They have really done a num… https://t.co/XbqM27U4AX,0.586,0.202,0.0,0.798,19
318,FoxNews,Mon Apr 09 16:03:05 +0000 2018,".@POTUS on the alleged Syria chemical attack: “It was an atrocious attack, it was horrible… We’ll be making some ma… https://t.co/NLaDnkB6fs",-0.735,0.0,0.246,0.754,20
319,FoxNews,Mon Apr 09 15:48:51 +0000 2018,.@Richardafowler on escalating trade tension between China and the U.S. https://t.co/cEPZmWKl72,-0.318,0.0,0.187,0.813,21
320,FoxNews,Mon Apr 09 18:31:57 +0000 2018,Georgia reignites longstanding feud over border with northern neighbors https://t.co/HNQBOEfStS,-0.34,0.0,0.211,0.789,22
321,FoxNews,Mon Apr 09 18:30:55 +0000 2018,.@FLGovScott on @dailybriefing: “We have to make sure we defend our own borders and defend the freedom of this coun… https://t.co/jB9CN4Uoqs,0.758,0.255,0.0,0.745,23
322,FoxNews,Mon Apr 09 18:25:11 +0000 2018,.@FLGovScott on @dailybriefing: “I believe that we can change Washington.” https://t.co/etdgQ3PUtP https://t.co/M5vF2Fem6G,0.0,0.0,0.0,1.0,24
323,FoxNews,Mon Apr 09 18:22:31 +0000 2018,"Ex-AG Lynch: Clinton tarmac talk was about 'innocuous things' - via @brookefoxnews 
https://t.co/Dv1DOgEbXi",0.0,0.0,0.0,1.0,25
324,FoxNews,Mon Apr 09 18:13:10 +0000 2018,".@POTUS calls Syria chemical attack 'atrocious,' says U.S. to make 'major decisions' in coming hours https://t.co/TihuiGkTVR",-0.477,0.0,0.171,0.829,26
325,FoxNews,Mon Apr 09 17:33:59 +0000 2018,Hiker Meets Reindeer Herd in Cairngorms National Park in Scotland https://t.co/hOowjIx64X,0.0,0.0,0.0,1.0,27
326,FoxNews,Mon Apr 09 17:29:29 +0000 2018,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/ekjweddTYh",0.0,0.0,0.0,1.0,28
327,FoxNews,Mon Apr 09 17:15:47 +0000 2018,Gov. @ScottWalker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/wf9kbtInq6,-0.836,0.0,0.418,0.582,29
328,FoxNews,Mon Apr 09 16:47:47 +0000 2018,Puppy in Texas Rescued After Getting Head Stuck in Car Wheel https://t.co/rJwe7uUEpy,0.202,0.189,0.135,0.676,30
329,FoxNews,Mon Apr 09 16:36:06 +0000 2018,.@POTUS orders National Guard to the southern border https://t.co/0RXkQA4C3x,0.0,0.0,0.0,1.0,31
330,FoxNews,Mon Apr 09 16:25:49 +0000 2018,"US Attorney John Lausch to oversee FISA warrant document release - via @brookefoxnews @JakeBGibson 
https://t.co/U6X5kS5ZCD",0.0,0.0,0.0,1.0,32
331,FoxNews,Mon Apr 09 16:25:41 +0000 2018,Solar storm could strike Earth this week: What you need to know https://t.co/ji311frJMA,-0.128,0.0,0.111,0.889,33
332,FoxNews,Mon Apr 09 16:22:56 +0000 2018,US Attorney John Lausch to oversee FISA warrant document release https://t.co/9WPO96H5iu,0.0,0.0,0.0,1.0,34
333,FoxNews,Mon Apr 09 16:21:48 +0000 2018,Secretary Mattis on Possible US Military Action Against Assad: 'I Don't Rule Out Anything' https://t.co/RiGBLS5PQn,0.0,0.0,0.0,1.0,35
334,FoxNews,Mon Apr 09 16:15:47 +0000 2018,"Mattis faults Russia on Syria, won't rule out US strike https://t.co/wOB9EKByH9",-0.557,0.0,0.338,0.662,36
335,FoxNews,Mon Apr 09 16:12:51 +0000 2018,.@POTUS: “We need a wall… It’ll stop a lot of people that we don’t want in this country from coming into our countr… https://t.co/55wEoECcWe,-0.226,0.055,0.094,0.851,37
336,FoxNews,Mon Apr 09 16:10:12 +0000 2018,.@POTUS: “We’re putting the National Guard and military at the border. We’re beefing up the border patrol.” https://t.co/JGa4JiYLZE,0.0,0.0,0.0,1.0,38
337,FoxNews,Mon Apr 09 16:06:20 +0000 2018,.@POTUS on trade: “China has been taking advantage of the United States for many years… They have really done a num… https://t.co/XbqM27U4AX,0.586,0.202,0.0,0.798,39
338,FoxNews,Mon Apr 09 16:03:05 +0000 2018,".@POTUS on the alleged Syria chemical attack: “It was an atrocious attack, it was horrible… We’ll be making some ma… https://t.co/NLaDnkB6fs",-0.735,0.0,0.246,0.754,40
339,FoxNews,Mon Apr 09 15:48:51 +0000 2018,.@Richardafowler on escalating trade tension between China and the U.S. https://t.co/cEPZmWKl72,-0.318,0.0,0.187,0.813,41
340,FoxNews,Mon Apr 09 15:41:12 +0000 2018,Alex Conant: “Everyone loses in a trade war.” https://t.co/pPKIsqKU3f,-0.318,0.0,0.247,0.753,42
341,FoxNews,Mon Apr 09 15:30:54 +0000 2018,RT @FoxBusiness: Dow at session highs: https://t.co/I7RKNQgnlb https://t.co/6GPmRL0K23,0.0,0.0,0.0,1.0,43
342,FoxNews,Mon Apr 09 15:20:42 +0000 2018,'Shirtless' daredevil draped in American flag climbs 200-foot crane in Hollywood https://t.co/LObFSY5JsF,0.128,0.12,0.0,0.88,44
343,FoxNews,Mon Apr 09 15:06:25 +0000 2018,"Breaking News: Body of Tennessee double-murder suspect believed to be found, sheriff says https://t.co/lEbAZCvlrf",-0.296,0.0,0.145,0.855,45
344,FoxNews,Mon Apr 09 14:43:27 +0000 2018,Toddler on American Airlines flight hit in head with oxygen canister that fell from ceiling during landing https://t.co/BO5ZoXFtDO,0.0,0.0,0.0,1.0,46
345,FoxNews,Mon Apr 09 14:36:36 +0000 2018,"Brandon Judd: “When we have the National Guard on the border, the cartels take notice.” https://t.co/zQ5dC38M6D",0.0,0.0,0.0,1.0,47
346,FoxNews,Mon Apr 09 14:34:51 +0000 2018,"“It’s going to be a huge boon."" – Brandon Judd on @USNationalGuard troops heading to the southern border https://t.co/HpdVpSk2WD",0.318,0.126,0.0,0.874,48
347,FoxNews,Mon Apr 09 14:29:26 +0000 2018,Texas Gov on Sending Nat'l Guard to Border: 'There's a Mathematical Need For This' https://t.co/zaGRhlMHdb,0.0,0.0,0.0,1.0,49
348,FoxNews,Mon Apr 09 14:26:01 +0000 2018,Horse trailer carrying at least 18 illegal immigrants crashes in Southern California https://t.co/vDBNYCcCfP,-0.557,0.0,0.231,0.769,50
349,FoxNews,Mon Apr 09 14:23:41 +0000 2018,"Mac Thornberry: ""We’ve got to do whatever it takes to have planes that fly and have training that is appropriate fo… https://t.co/PxyBSYRb7e",0.0,0.0,0.0,1.0,51
350,FoxNews,Mon Apr 09 14:20:34 +0000 2018,"Mac Thornberry: “What we do speaks much more clearly than what we say, and to show Putin and Assad and everybody el… https://t.co/pXOMQvtSfZ",0.458,0.12,0.0,0.88,52
351,FoxNews,Mon Apr 09 14:15:12 +0000 2018,"Mac Thornberry: “We cannot fix Syria...We have to work with our allies to try to keep a lid on things."" https://t.co/VaXqZgzSTW",0.0,0.0,0.0,1.0,53
352,FoxNews,Mon Apr 09 14:12:15 +0000 2018,Tony Robbins apologizes for #MeToo comments https://t.co/NDTXRdhvmr,0.361,0.294,0.0,0.706,54
353,FoxNews,Mon Apr 09 14:08:49 +0000 2018,"Mac Thornberry: ""Syria is a cauldron of security concerns for all sorts of countries.” https://t.co/UjnLduMUV4 https://t.co/b3lTjMkMql",0.34,0.146,0.0,0.854,55
354,FoxNews,Mon Apr 09 14:05:35 +0000 2018,"RT @FoxBusiness: .@SecretaryPerry: ""Now, because of American innovation, American technology, we are now in the driver's seat when it comes…",0.382,0.12,0.0,0.88,56
355,FoxNews,Mon Apr 09 14:05:23 +0000 2018,"RT @FoxBusiness: .@SecretaryPerry: ""Fracking, horizontal drilling completely changed the dynamic out there in the world from the standpoint…",0.434,0.144,0.0,0.856,57
356,FoxNews,Mon Apr 09 14:04:13 +0000 2018,"Meghan Markle, Prince Harry ask for donations to charities as wedding gifts https://t.co/UPI4eSKubw",0.494,0.211,0.0,0.789,58
357,FoxNews,Mon Apr 09 14:01:51 +0000 2018,Homeless residents brag about makeshift 'mansion' near Seattle's famed Space Needle https://t.co/O3WadCSrqE,0.0,0.0,0.0,1.0,59
358,FoxNews,Mon Apr 09 13:12:00 +0000 2018,"Facebook must shape up, or it will be 'broken up,' senator warns https://t.co/Q8Rozj7Hrr #fntech (via @christocarbone)",-0.542,0.0,0.243,0.757,60
359,FoxNews,Mon Apr 09 13:01:08 +0000 2018,Topless woman charges at Bill Cosby as he arrives for sex assault retrial https://t.co/7ekE4V4H7F,-0.71,0.0,0.33,0.67,61
360,FoxNews,Mon Apr 09 12:59:25 +0000 2018,".@SecretaryPerry: “You’ve got to have boots on the ground, you’ve got to have the technologies, that’s the reason t… https://t.co/nGnZTfWihb",0.0,0.0,0.0,1.0,62
361,FoxNews,Mon Apr 09 12:52:15 +0000 2018,73-year-old survives crash through brick wall and down 10-foot drop https://t.co/JH9HTBtN4u,-0.586,0.0,0.348,0.652,63
362,FoxNews,Mon Apr 09 12:30:27 +0000 2018,.@ScottWalker: “We protect our shores and our borders and I applaud the president for stepping up to take on illega… https://t.co/p97zi26qGq,0.681,0.237,0.0,0.763,64
363,FoxNews,Mon Apr 09 12:10:12 +0000 2018,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5G4Si,-0.075,0.128,0.145,0.727,65
364,FoxNews,Mon Apr 09 11:46:36 +0000 2018,.@GovAbbott on @foxandfriends: “Texas wants to ensure that we secure the border.” https://t.co/fwGehxeoqM,0.612,0.312,0.0,0.688,66
365,FoxNews,Mon Apr 09 11:45:07 +0000 2018,".@GovAbbott: ""The people of Texas are very appreciative that the president of the United States has recognized this… https://t.co/kMRze2Y37o",0.771,0.282,0.0,0.718,67
366,FoxNews,Mon Apr 09 11:32:36 +0000 2018,Ronald Vitello: “Consequences matter…We need to reduce the activity level at the border.” @foxandfriends https://t.co/IfOPglGQfx,0.0,0.0,0.0,1.0,68
367,FoxNews,Mon Apr 09 11:26:49 +0000 2018,Cooler than average temperatures continue for the Midwest and Northeast (via @JaniceDean) https://t.co/ci8Hm7Q6Of,0.0,0.0,0.0,1.0,69
368,FoxNews,Mon Apr 09 11:25:01 +0000 2018,"JUST IN: Florida GOP Gov. Rick Scott running for Senate, report says https://t.co/hQgoeiQpsb",0.0,0.0,0.0,1.0,70
369,FoxNews,Mon Apr 09 11:23:38 +0000 2018,Ronald Vitello on @USNationalGuard at the southern border: “They’re going to help us by adding capacity.”… https://t.co/oiOA1sIqWU,0.402,0.144,0.0,0.856,71
370,FoxNews,Mon Apr 09 11:05:02 +0000 2018,".@RalphNorman: “I believe that the only thing that stops a bad guy with a gun, is a good guy with a gun.” https://t.co/eboQAn54i6",-0.557,0.114,0.295,0.591,72
371,FoxNews,Mon Apr 09 10:58:23 +0000 2018,"OPINION: Want jobs? Nebraska reforms have more people working, fewer on welfare and food stamps (via… https://t.co/t9QPR8HRKx",0.077,0.075,0.0,0.925,73
372,FoxNews,Mon Apr 09 10:32:14 +0000 2018,.@LindseyGrahamSC on the suspected Syria chemical attack: “I think now [Assad] is a legitimate war criminal in the… https://t.co/nunsCfmgbG,-0.906,0.0,0.468,0.532,74
373,FoxNews,Mon Apr 09 10:28:47 +0000 2018,.@LindseyGrahamSC on the suspected Syria chemical attack: “We should make [Assad] pay a heavy price by destroying h… https://t.co/e9yFdSIgWJ,-0.84,0.0,0.417,0.583,75
374,FoxNews,Mon Apr 09 10:28:05 +0000 2018,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/wWVEuIaCpL,-0.802,0.0,0.474,0.526,76
375,FoxNews,Mon Apr 09 10:07:05 +0000 2018,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWlLZf,-0.7,0.0,0.326,0.674,77
376,FoxNews,Mon Apr 09 09:56:41 +0000 2018,.@RLHeinrichs on the Syria chemical attack: “You can’t allow chemical weapons to continue being used.”… https://t.co/CnW8ZaedJP,-0.625,0.091,0.287,0.622,78
377,FoxNews,Mon Apr 09 09:41:32 +0000 2018,Sen. Jeff Flake's son seeks new civil trial against Joe Arpaio https://t.co/rqc9nLB9Tm https://t.co/RhieDXVfYz,0.0,0.0,0.0,1.0,79
378,FoxNews,Mon Apr 09 09:35:10 +0000 2018,Texas Begins Deploying Troops to the Border https://t.co/9gYLu12hvH https://t.co/VsUSbZhUtE,0.0,0.0,0.0,1.0,80
379,FoxNews,Mon Apr 09 09:16:10 +0000 2018,South Carolina reps introduce bill to allow debate on secession over gun laws https://t.co/xa9m1r0ptu,-0.128,0.117,0.147,0.736,81
380,FoxNews,Mon Apr 09 09:01:54 +0000 2018,"Democratic strategist Chuck Rocha: ""Nobody in America wants anybody coming here who wants to do harm to America."" https://t.co/MYBFQmnRBu",-0.542,0.0,0.163,0.837,82
381,FoxNews,Mon Apr 09 09:00:00 +0000 2018,.@larry_kudlow tries to calm trade war fears but says #Trump 'not bluffing' about China tariffs https://t.co/dUUt2Xc9G6,-0.402,0.087,0.229,0.684,83
382,FoxNews,Mon Apr 09 08:55:00 +0000 2018,New high-speed Florida train kills 4th person since launching service https://t.co/bQAcrPIa3x,-0.542,0.0,0.259,0.741,84
383,FoxNews,Mon Apr 09 08:50:00 +0000 2018,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWDmQN,-0.7,0.0,0.326,0.674,85
384,FoxNews,Mon Apr 09 08:42:00 +0000 2018,".@RepMcCaul: ""I remember @JohnKerry saying, 'We took all their chemical weapons away.' Obviously not."" https://t.co/x7G1yQlN19",-0.44,0.0,0.172,0.828,86
385,FoxNews,Mon Apr 09 08:40:19 +0000 2018,".@NanHayworth: ""Extreme vetting, which has been applied to targeted nations that we know are the sources of terror… https://t.co/OV0e9TAMSN",0.0,0.0,0.0,1.0,87
386,FoxNews,Mon Apr 09 08:37:00 +0000 2018,Child advocates ask FTC to investigate YouTube https://t.co/vZEB4ezBGD,0.0,0.0,0.0,1.0,88
387,FoxNews,Mon Apr 09 08:32:40 +0000 2018,Texas begins deploying troops to southern border https://t.co/iKj4LWihu4,0.0,0.0,0.0,1.0,89
388,FoxNews,Mon Apr 09 08:32:00 +0000 2018,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's economic policies and their positive results for A… https://t.co/Cos9MFoHLP",0.778,0.343,0.0,0.657,90
389,FoxNews,Mon Apr 09 08:30:09 +0000 2018,"Delta passenger suffered 'painful' cartilage damage after child on flight repeatedly kicked her, she claims https://t.co/bcvwOCIhxd",-0.751,0.0,0.314,0.686,91
390,FoxNews,Mon Apr 09 08:22:21 +0000 2018,"National security analyst Ryan Mauro on Syrian chemical attack: ""I see no other option besides military action.""… https://t.co/mbBmTmeoQH",-0.44,0.106,0.233,0.661,92
391,FoxNews,Mon Apr 09 08:21:00 +0000 2018,States sending troops to Mexico border. https://t.co/Zep3xNOoPF,0.0,0.0,0.0,1.0,93
392,FoxNews,Mon Apr 09 08:18:00 +0000 2018,".@TheRealJohnHCox: ""This criminal idea of the sanctuary state movement - the people are upset about this because it… https://t.co/EGULsWk376",-0.718,0.0,0.273,0.727,94
393,FoxNews,Mon Apr 09 08:16:41 +0000 2018,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5XGgS,-0.075,0.128,0.145,0.727,95
394,FoxNews,Mon Apr 09 08:09:05 +0000 2018,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/Zy0NMuT2el,-0.802,0.0,0.474,0.526,96
395,FoxNews,Mon Apr 09 08:06:02 +0000 2018,The lava lake at the summit of Hawaii’s Kilauea Volcano bubbled and spat on the morning of April 4. The USGS Hawaii… https://t.co/edPWaWO7Fp,0.0,0.0,0.0,1.0,97
396,FoxNews,Mon Apr 09 08:00:01 +0000 2018,".@SarahPalinUSA: ""This is unprecedented— all those elements of a perfect storm against the will of the people havin… https://t.co/50FsSD8zBl",0.572,0.179,0.0,0.821,98
397,FoxNews,Mon Apr 09 07:55:00 +0000 2018,"Arizona mom arrested after toddler ate THC-laced mac and cheese, cops say https://t.co/jQii3c6P4C https://t.co/K5C9IRUSRU",-0.477,0.0,0.193,0.807,99
398,FoxNews,Mon Apr 09 07:50:00 +0000 2018,"DOG OF ALL TRADES: Besides being a detection dog, Belle doubles as a fetch expert, showcasing advanced skill by sna… https://t.co/WEJxOK3WHA",0.25,0.1,0.0,0.9,100
399,FoxNews,Mon Apr 09 07:49:00 +0000 2018,".@larry_kudlow: ""Look, [@POTUS is] great negotiator. He has a whole history of that. But in this process, tariffs h… https://t.co/ddr3vFEmn4",0.625,0.186,0.0,0.814,101
400,nytimes,Mon Apr 09 18:30:11 +0000 2018,"RT @SopanDeb: At the end of 2017, Hank Azaria responded to criticism of Apu from @harikondabolu as ""upsetting."" So the show finally respond…",-0.44,0.0,0.116,0.884,2
401,nytimes,Mon Apr 09 18:20:03 +0000 2018,"In a study across 28 companies, 76% of critical feedback given to women included comments on her personality (e.g.,… https://t.co/TUalWjJUQ1",-0.318,0.0,0.113,0.887,3
402,nytimes,Mon Apr 09 18:06:33 +0000 2018,"Breaking News: The federal deficit is set to rise sharply, topping $1 trillion by 2020, in the first CBO estimate s… https://t.co/sinJOmbQea",-0.402,0.0,0.114,0.886,4
403,nytimes,Mon Apr 09 18:00:21 +0000 2018,"President Trump ""is always speaking to a proximate audience; unlike other presidents, the speaking, not the speech,… https://t.co/wImyJJ353V",0.0,0.0,0.0,1.0,5
404,nytimes,Mon Apr 09 17:50:03 +0000 2018,RT @MichaelPaulson: NYC playbills from the 18th and 19th centuries will be digitized and searchable at @MuseumofCityNY with boost from @NEH…,0.402,0.119,0.0,0.881,6
405,nytimes,Mon Apr 09 17:40:10 +0000 2018,President Trump said that he will meet with Kim Jong-un in May or early June https://t.co/c0x2DD3Qs2,0.0,0.0,0.0,1.0,7
406,nytimes,Mon Apr 09 17:30:09 +0000 2018,"“It was my mistake, and I’m sorry. I started Facebook, I run it, and I’m responsible for what happens here,” Mark Z… https://t.co/BnvctJCv1N",-0.103,0.096,0.154,0.75,8
407,nytimes,Mon Apr 09 17:20:09 +0000 2018,"Cynthia Nixon: ""We built the Erie Canal! We can’t fix the subway? Are you kidding me?"" https://t.co/urfn3iJWvz",0.262,0.114,0.0,0.886,9
408,nytimes,Mon Apr 09 17:10:06 +0000 2018,RT @AllMattNYT: The Facebook app used to harvest data for Cambridge Analytica had one function: to scrape profile data. There was no “in-ap…,-0.296,0.0,0.091,0.909,10
409,nytimes,Mon Apr 09 17:00:21 +0000 2018,Why you should get the new shingles vaccine https://t.co/xaK1AGl8up,0.0,0.0,0.0,1.0,11
410,nytimes,Mon Apr 09 16:50:07 +0000 2018,"Move over, Elsa. The most entertaining ice queen on Broadway is Regina George. https://t.co/ONSXYvF14Z",0.493,0.197,0.0,0.803,12
411,nytimes,Mon Apr 09 16:45:06 +0000 2018,RT @readercenter: Confused about the trade conflict between the U.S. and China? Tweet us your questions and we will answer some LIVE from t…,-0.557,0.0,0.173,0.827,13
